"Time", "Illuminance"
1581615619.440522, 36
1581615619.444578, 37
1581615619.4487512, 36
1581615619.452832, 36
1581615619.4569411, 36
1581615619.460873, 36
1581615619.465141, 36
1581615619.46919, 36
1581615619.473194, 36
1581615619.477356, 36
1581615619.481489, 37
1581615619.485464, 36
1581615619.489662, 36
1581615619.493642, 36
1581615619.497806, 36
1581615619.501842, 36
1581615619.506101, 36
1581615619.5101628, 36
1581615619.5142741, 35
1581615619.5183842, 36
1581615619.52236, 35
1581615619.526439, 36
1581615619.530724, 37
1581615619.534736, 36
1581615619.538835, 36
1581615619.542835, 37
1581615619.5471098, 36
1581615619.551135, 36
1581615619.555059, 37
1581615619.559225, 36
1581615619.5633762, 36
1581615619.567341, 36
1581615619.5714078, 36
1581615619.575592, 36
1581615619.5797398, 36
1581615619.583765, 36
1581615619.587778, 36
1581615619.591964, 37
1581615619.596257, 36
1581615619.6002822, 36
1581615619.604213, 36
1581615619.608355, 36
1581615619.612385, 36
1581615619.616626, 36
1581615619.620616, 36
1581615619.628638, 36
1581615619.6328251, 36
1581615619.6369238, 36
1581615619.6410282, 36
1581615619.645161, 36
1581615619.649183, 36
1581615619.6532469, 36
1581615619.657362, 36
1581615619.6615171, 36
1581615619.6656299, 36
1581615619.6696599, 36
1581615619.673801, 36
1581615619.67815, 36
1581615619.681959, 36
1581615619.6860402, 36
1581615619.6900811, 36
1581615619.694284, 36
1581615619.698421, 36
1581615619.70267, 36
1581615619.7065768, 36
1581615619.710776, 36
1581615619.714918, 36
1581615619.719407, 36
1581615619.722914, 36
1581615619.727041, 36
1581615619.7313359, 36
1581615619.7354171, 36
1581615619.7395241, 36
1581615619.743627, 37
1581615619.74773, 36
1581615619.7518022, 36
1581615619.7558022, 36
1581615619.759865, 36
1581615619.7640672, 36
1581615619.768224, 36
1581615619.7723231, 36
1581615619.776253, 36
1581615619.780488, 36
1581615619.7845938, 36
1581615619.788694, 36
1581615619.792881, 36
1581615619.7968562, 36
1581615619.800983, 36
1581615619.804992, 36
1581615619.8090281, 36
1581615619.813117, 37
1581615619.817308, 36
1581615619.821332, 36
1581615619.82556, 36
1581615619.829646, 36
1581615619.833733, 36
1581615619.837864, 35
1581615619.841934, 36
1581615619.8459651, 36
1581615619.850132, 36
1581615619.8542469, 36
1581615619.858248, 36
1581615619.862435, 36
1581615619.866585, 36
1581615619.870634, 36
1581615619.874655, 36
1581615619.878819, 36
1581615619.8829188, 36
1581615619.886993, 36
1581615619.891134, 36
1581615619.895108, 36
1581615619.903326, 36
1581615619.907278, 36
1581615619.911819, 36
1581615619.9155252, 36
1581615619.919717, 36
1581615619.923742, 37
1581615619.927773, 36
1581615619.9318678, 36
1581615619.936037, 36
1581615619.940095, 36
1581615619.944336, 36
1581615619.948407, 37
1581615619.95237, 36
1581615619.956563, 35
1581615619.9605591, 36
1581615619.964702, 36
1581615619.9688609, 36
1581615619.972971, 36
1581615619.976987, 36
1581615619.981201, 36
1581615619.985286, 36
1581615619.9894469, 36
1581615619.993342, 36
1581615619.99758, 36
1581615620.001651, 36
1581615620.005745, 36
1581615620.0097642, 36
1581615620.013909, 36
1581615620.018167, 36
1581615620.022136, 35
1581615620.026159, 36
1581615620.0302908, 36
1581615620.034351, 36
1581615620.038523, 35
1581615620.0425029, 36
1581615620.0466611, 36
1581615620.05086, 36
1581615620.054904, 36
1581615620.059078, 36
1581615620.063159, 36
1581615620.067276, 36
1581615620.071249, 36
1581615620.0753112, 36
1581615620.079401, 36
1581615620.083576, 36
1581615620.0877, 36
1581615620.09166, 36
1581615620.095884, 36
1581615620.099969, 36
1581615620.10404, 36
1581615620.1081128, 36
1581615620.112297, 36
1581615620.116331, 36
1581615620.120532, 35
1581615620.1246169, 36
1581615620.128555, 36
1581615620.132628, 36
1581615620.13675, 36
1581615620.14084, 36
1581615620.1451771, 36
1581615620.149023, 36
1581615620.153242, 36
1581615620.1573539, 36
1581615620.1613529, 36
1581615620.165546, 35
1581615620.1696289, 36
1581615620.1777222, 36
1581615620.18181, 36
1581615620.185909, 36
1581615620.190007, 36
1581615620.194008, 36
1581615620.198265, 36
1581615620.2022269, 36
1581615620.206414, 36
1581615620.2105129, 36
1581615620.2146492, 36
1581615620.218712, 36
1581615620.2228348, 36
1581615620.226866, 36
1581615620.2309551, 36
1581615620.235117, 36
1581615620.239167, 35
1581615620.243209, 36
1581615620.2472908, 36
1581615620.251422, 36
1581615620.2556329, 36
1581615620.259725, 36
1581615620.2641401, 35
1581615620.2678242, 36
1581615620.271998, 36
1581615620.276018, 36
1581615620.280249, 36
1581615620.284288, 36
1581615620.288387, 36
1581615620.292487, 36
1581615620.296566, 36
1581615620.3007119, 36
1581615620.3047419, 36
1581615620.3086689, 35
1581615620.312981, 36
1581615620.3170712, 35
1581615620.321167, 37
1581615620.325186, 36
1581615620.3293598, 36
1581615620.333351, 36
1581615620.337518, 35
1581615620.341513, 36
1581615620.3456168, 36
1581615620.349899, 36
1581615620.353902, 36
1581615620.357862, 36
1581615620.361962, 35
1581615620.366207, 36
1581615620.370309, 36
1581615620.374259, 35
1581615620.3784919, 36
1581615620.382476, 36
1581615620.3867269, 35
1581615620.390783, 36
1581615620.394787, 36
1581615620.399023, 35
1581615620.4030879, 36
1581615620.4071622, 35
1581615620.411259, 36
1581615620.415547, 36
1581615620.4195788, 36
1581615620.423473, 36
1581615620.427543, 36
1581615620.431791, 36
1581615620.4358468, 35
1581615620.439965, 36
1581615620.4480472, 36
1581615620.452203, 36
1581615620.456274, 36
1581615620.460253, 36
1581615620.464465, 36
1581615620.468554, 36
1581615620.4726322, 36
1581615620.476626, 35
1581615620.4807382, 36
1581615620.4849439, 36
1581615620.489035, 35
1581615620.493143, 36
1581615620.497171, 36
1581615620.501235, 35
1581615620.505402, 36
1581615620.5093791, 36
1581615620.513543, 35
1581615620.517761, 35
1581615620.521825, 36
1581615620.5259671, 36
1581615620.530082, 36
1581615620.534113, 36
1581615620.538152, 36
1581615620.5424352, 36
1581615620.546426, 35
1581615620.55055, 36
1581615620.554595, 36
1581615620.558601, 36
1581615620.562739, 35
1581615620.5668359, 36
1581615620.570988, 36
1581615620.5751119, 36
1581615620.579134, 36
1581615620.583306, 35
1581615620.587418, 37
1581615620.5914161, 37
1581615620.595466, 36
1581615620.599643, 36
1581615620.603779, 36
1581615620.607776, 36
1581615620.6119628, 35
1581615620.616089, 36
1581615620.62004, 36
1581615620.6242938, 35
1581615620.628232, 36
1581615620.632458, 36
1581615620.636545, 35
1581615620.640652, 36
1581615620.644688, 36
1581615620.648742, 35
1581615620.652946, 36
1581615620.656988, 36
1581615620.6609879, 36
1581615620.665222, 36
1581615620.669323, 36
1581615620.673342, 35
1581615620.677383, 36
1581615620.6814919, 36
1581615620.68573, 36
1581615620.6897469, 36
1581615620.693982, 36
1581615620.697907, 35
1581615620.702083, 36
1581615620.7061949, 36
1581615620.710179, 35
1581615620.714323, 36
1581615620.722464, 36
1581615620.7264798, 35
1581615620.730689, 36
1581615620.734686, 36
1581615620.738903, 35
1581615620.7428749, 35
1581615620.747065, 36
1581615620.7510998, 35
1581615620.755272, 36
1581615620.7592409, 36
1581615620.763371, 36
1581615620.7675688, 35
1581615620.771719, 36
1581615620.775682, 36
1581615620.779839, 36
1581615620.7839518, 36
1581615620.7881012, 36
1581615620.7920582, 36
1581615620.796161, 36
1581615620.800426, 35
1581615620.804457, 36
1581615620.8085818, 36
1581615620.812628, 35
1581615620.8167732, 36
1581615620.8208058, 36
1581615620.824835, 36
1581615620.828916, 36
1581615620.8331149, 36
1581615620.8372438, 35
1581615620.841208, 36
1581615620.845404, 36
1581615620.849426, 35
1581615620.853482, 36
1581615620.857785, 36
1581615620.86183, 35
1581615620.865807, 36
1581615620.86991, 36
1581615620.8740711, 35
1581615620.878221, 36
1581615620.882352, 36
1581615620.8865721, 36
1581615620.890452, 36
1581615620.89459, 36
1581615620.8986702, 35
1581615620.902758, 36
1581615620.906883, 36
1581615620.910872, 35
1581615620.915093, 36
1581615620.9191868, 36
1581615620.923174, 35
1581615620.927468, 36
1581615620.9315379, 36
1581615620.9355462, 36
1581615620.939683, 36
1581615620.943639, 36
1581615620.947728, 35
1581615620.951946, 35
1581615620.956026, 36
1581615620.960138, 35
1581615620.964206, 36
1581615620.968232, 36
1581615620.9724622, 35
1581615620.976539, 36
1581615620.9804218, 36
1581615620.984638, 35
1581615620.992821, 36
1581615620.9969192, 36
1581615621.001027, 35
1581615621.0051441, 36
1581615621.0090911, 36
1581615621.013421, 36
1581615621.0173938, 35
1581615621.0215008, 36
1581615621.0255558, 36
1581615621.03012, 36
1581615621.033801, 36
1581615621.037941, 35
1581615621.0419688, 36
1581615621.045969, 36
1581615621.050173, 36
1581615621.054096, 36
1581615621.058274, 35
1581615621.062381, 36
1581615621.066602, 36
1581615621.070702, 36
1581615621.074673, 35
1581615621.078753, 36
1581615621.082925, 36
1581615621.087004, 35
1581615621.091071, 36
1581615621.0951118, 36
1581615621.099411, 35
1581615621.1035058, 36
1581615621.1073868, 36
1581615621.111636, 35
1581615621.115728, 36
1581615621.1198568, 36
1581615621.123903, 35
1581615621.128077, 36
1581615621.1322439, 37
1581615621.136265, 36
1581615621.14033, 36
1581615621.1443148, 36
1581615621.1485171, 35
1581615621.152641, 36
1581615621.1566458, 36
1581615621.1607208, 35
1581615621.164834, 36
1581615621.1690109, 36
1581615621.173198, 36
1581615621.177143, 36
1581615621.1811898, 36
1581615621.185347, 36
1581615621.189451, 36
1581615621.193581, 36
1581615621.1977081, 35
1581615621.201779, 36
1581615621.20591, 36
1581615621.209919, 35
1581615621.214079, 36
1581615621.218186, 36
1581615621.222323, 35
1581615621.226272, 36
1581615621.230517, 36
1581615621.234612, 35
1581615621.2386959, 36
1581615621.242712, 36
1581615621.246867, 35
1581615621.2509592, 36
1581615621.255054, 36
1581615621.259079, 35
1581615621.267256, 35
1581615621.2713768, 36
1581615621.27536, 35
1581615621.2794838, 35
1581615621.283649, 36
1581615621.287727, 36
1581615621.291739, 36
1581615621.295826, 36
1581615621.2999449, 35
1581615621.3041449, 36
1581615621.308213, 36
1581615621.312314, 36
1581615621.316382, 36
1581615621.3203468, 36
1581615621.324471, 35
1581615621.328575, 36
1581615621.3328252, 35
1581615621.3369548, 35
1581615621.340838, 36
1581615621.345099, 36
1581615621.349089, 35
1581615621.353326, 36
1581615621.357313, 36
1581615621.361509, 35
1581615621.36559, 36
1581615621.3697221, 36
1581615621.373782, 35
1581615621.3777852, 36
1581615621.381932, 36
1581615621.386121, 35
1581615621.390083, 36
1581615621.394179, 36
1581615621.398164, 36
1581615621.402446, 36
1581615621.406475, 36
1581615621.4105458, 36
1581615621.414594, 36
1581615621.418859, 36
1581615621.422976, 36
1581615621.4270668, 36
1581615621.4311502, 37
1581615621.435201, 36
1581615621.4393442, 36
1581615621.4433348, 36
1581615621.447371, 35
1581615621.4516249, 36
1581615621.4557178, 36
1581615621.459785, 36
1581615621.463915, 35
1581615621.468043, 36
1581615621.472202, 35
1581615621.476116, 36
1581615621.480287, 36
1581615621.4844632, 35
1581615621.488731, 36
1581615621.492548, 36
1581615621.496602, 35
1581615621.500733, 36
1581615621.504888, 36
1581615621.5089548, 36
1581615621.5130591, 36
1581615621.5172422, 36
1581615621.521284, 36
1581615621.525345, 36
1581615621.529442, 36
1581615621.537577, 35
1581615621.541728, 36
1581615621.545783, 36
1581615621.549737, 36
1581615621.553799, 36
1581615621.558021, 36
1581615621.562046, 35
1581615621.566262, 36
1581615621.570405, 36
1581615621.5743208, 35
1581615621.578537, 36
1581615621.5825438, 36
1581615621.5867221, 35
1581615621.590719, 36
1581615621.594748, 36
1581615621.598868, 36
1581615621.60303, 36
1581615621.607268, 37
1581615621.611346, 36
1581615621.61533, 36
1581615621.619518, 36
1581615621.6236212, 35
1581615621.627756, 36
1581615621.6316988, 37
1581615621.635929, 36
1581615621.640037, 36
1581615621.644035, 36
1581615621.6480892, 35
1581615621.652318, 36
1581615621.656388, 36
1581615621.660526, 35
1581615621.664673, 36
1581615621.668593, 36
1581615621.672878, 36
1581615621.676789, 36
1581615621.680886, 36
1581615621.685098, 36
1581615621.689109, 36
1581615621.693347, 36
1581615621.697325, 36
1581615621.7014751, 35
1581615621.70561, 35
1581615621.709841, 36
1581615621.713685, 36
1581615621.717875, 36
1581615621.721958, 36
1581615621.7259269, 36
1581615621.730168, 36
1581615621.734271, 36
1581615621.738313, 36
1581615621.742527, 36
1581615621.7464519, 35
1581615621.750515, 36
1581615621.754752, 36
1581615621.758743, 36
1581615621.762862, 36
1581615621.767049, 37
1581615621.771109, 37
1581615621.7752802, 36
1581615621.779305, 37
1581615621.783471, 36
1581615621.787415, 36
1581615621.791609, 36
1581615621.7955918, 36
1581615621.7997499, 36
1581615621.803807, 36
1581615621.8118532, 36
1581615621.8161778, 36
1581615621.820203, 36
1581615621.824162, 36
1581615621.828269, 36
1581615621.832438, 36
1581615621.8364642, 36
1581615621.840689, 36
1581615621.8446982, 36
1581615621.848819, 36
1581615621.8529768, 36
1581615621.8571131, 36
1581615621.861056, 36
1581615621.86516, 36
1581615621.869398, 37
1581615621.873566, 36
1581615621.8774679, 36
1581615621.881703, 37
1581615621.885795, 36
1581615621.889857, 36
1581615621.893915, 36
1581615621.898071, 36
1581615621.902088, 36
1581615621.9063208, 37
1581615621.910347, 36
1581615621.914359, 36
1581615621.918535, 36
1581615621.9226408, 36
1581615621.926629, 36
1581615621.930742, 36
1581615621.9348679, 36
1581615621.939017, 36
1581615621.943073, 36
1581615621.947218, 35
1581615621.951332, 35
1581615621.955462, 36
1581615621.959433, 36
1581615621.9635599, 36
1581615621.967714, 36
1581615621.971807, 36
1581615621.9759328, 36
1581615621.979912, 37
1581615621.9839768, 36
1581615621.988307, 36
1581615621.992182, 37
1581615621.9963121, 36
1581615622.00048, 36
1581615622.004578, 37
1581615622.008672, 36
1581615622.012724, 36
1581615622.016852, 37
1581615622.020899, 35
1581615622.0249689, 36
1581615622.0292852, 37
1581615622.033209, 36
1581615622.037353, 36
1581615622.041354, 36
1581615622.045571, 36
1581615622.049663, 36
1581615622.053756, 36
1581615622.057964, 36
1581615622.061832, 36
1581615622.066037, 37
1581615622.070122, 35
1581615622.074292, 36
1581615622.082336, 37
1581615622.0864398, 35
1581615622.0904691, 36
1581615622.094639, 36
1581615622.098696, 36
1581615622.1027079, 36
1581615622.106923, 37
1581615622.1108868, 36
1581615622.115073, 36
1581615622.119144, 37
1581615622.1232152, 36
1581615622.127244, 36
1581615622.131467, 37
1581615622.135585, 36
1581615622.139573, 36
1581615622.143782, 37
1581615622.14784, 36
1581615622.152014, 36
1581615622.156116, 36
1581615622.160104, 35
1581615622.1641998, 37
1581615622.1682932, 37
1581615622.172499, 35
1581615622.17646, 36
1581615622.1805701, 36
1581615622.184777, 35
1581615622.188875, 36
1581615622.192895, 37
1581615622.19713, 36
1581615622.2012281, 36
1581615622.205248, 36
1581615622.209357, 36
1581615622.213456, 36
1581615622.21745, 37
1581615622.221716, 36
1581615622.225615, 36
1581615622.22972, 37
1581615622.233821, 36
1581615622.238042, 36
1581615622.242114, 37
1581615622.246196, 36
1581615622.250318, 35
1581615622.254379, 36
1581615622.258377, 36
1581615622.2625148, 36
1581615622.2668989, 37
1581615622.270823, 36
1581615622.274802, 36
1581615622.279017, 37
1581615622.2830908, 36
1581615622.287211, 36
1581615622.291271, 36
1581615622.295344, 36
1581615622.2994869, 36
1581615622.30361, 36
1581615622.3076649, 36
1581615622.3116758, 36
1581615622.315755, 37
1581615622.320002, 36
1581615622.3240588, 36
1581615622.3282409, 36
1581615622.332448, 36
1581615622.336179, 36
1581615622.340451, 37
1581615622.344419, 36
1581615622.348662, 36
1581615622.356725, 36
1581615622.360865, 36
1581615622.3649569, 36
1581615622.369109, 37
1581615622.373121, 36
1581615622.3772008, 36
1581615622.381332, 36
1581615622.385447, 36
1581615622.3895411, 36
1581615622.3935292, 37
1581615622.397625, 36
1581615622.401836, 36
1581615622.405926, 37
1581615622.409918, 36
1581615622.413972, 36
1581615622.418245, 36
1581615622.422347, 35
1581615622.4263191, 36
1581615622.430503, 37
1581615622.4346828, 36
1581615622.438747, 36
1581615622.44266, 36
1581615622.446831, 36
1581615622.450892, 36
1581615622.455122, 36
1581615622.4590762, 36
1581615622.463246, 36
1581615622.4674618, 36
1581615622.471487, 36
1581615622.475586, 36
1581615622.479715, 36
1581615622.48383, 36
1581615622.487829, 36
1581615622.491828, 36
1581615622.496004, 36
1581615622.500175, 36
1581615622.504273, 35
1581615622.508259, 36
1581615622.5124748, 36
1581615622.5165381, 36
1581615622.52068, 36
1581615622.5247371, 36
1581615622.5287921, 36
1581615622.53295, 36
1581615622.537001, 36
1581615622.541184, 36
1581615622.545113, 36
1581615622.549206, 36
1581615622.553445, 37
1581615622.5574532, 35
1581615622.56161, 36
1581615622.565703, 37
1581615622.569664, 36
1581615622.573952, 36
1581615622.577903, 37
1581615622.582211, 36
1581615622.5862458, 36
1581615622.590227, 37
1581615622.5944178, 36
1581615622.59851, 36
1581615622.602595, 36
1581615622.606624, 36
1581615622.610817, 36
1581615622.614901, 36
1581615622.618995, 36
1581615622.626982, 36
1581615622.6311748, 37
1581615622.635314, 36
1581615622.639518, 36
1581615622.6434612, 36
1581615622.647588, 37
1581615622.65167, 36
1581615622.6557739, 37
1581615622.6597812, 36
1581615622.663851, 36
1581615622.667979, 36
1581615622.6721401, 36
1581615622.676221, 36
1581615622.680253, 36
1581615622.6843882, 36
1581615622.688548, 36
1581615622.69247, 36
1581615622.696706, 36
1581615622.7008672, 36
1581615622.704968, 36
1581615622.709059, 36
1581615622.713161, 36
1581615622.717259, 36
1581615622.721261, 36
1581615622.725295, 36
1581615622.7294579, 36
1581615622.733644, 36
1581615622.737717, 36
1581615622.74179, 36
1581615622.745951, 36
1581615622.75005, 36
1581615622.7540889, 36
1581615622.758185, 35
1581615622.76228, 36
1581615622.7663019, 36
1581615622.7705212, 35
1581615622.774518, 35
1581615622.778571, 35
1581615622.782775, 37
1581615622.786916, 35
1581615622.790933, 36
1581615622.795083, 35
1581615622.799146, 36
1581615622.8032541, 36
1581615622.8073852, 36
1581615622.811372, 36
1581615622.815608, 36
1581615622.819663, 36
1581615622.8237991, 36
1581615622.827799, 36
1581615622.8319979, 36
1581615622.836282, 36
1581615622.840065, 36
1581615622.844238, 36
1581615622.848376, 36
1581615622.852671, 36
1581615622.856556, 36
1581615622.860567, 36
1581615622.864749, 36
1581615622.868782, 36
1581615622.87291, 36
1581615622.8769238, 36
1581615622.8811789, 36
1581615622.885068, 36
1581615622.889336, 36
1581615622.893291, 36
1581615622.901529, 36
1581615622.905632, 36
1581615622.909738, 36
1581615622.9138439, 36
1581615622.917842, 36
1581615622.922056, 36
1581615622.9259882, 36
1581615622.930223, 36
1581615622.934369, 36
1581615622.938428, 36
1581615622.942524, 36
1581615622.946579, 36
1581615622.9506629, 35
1581615622.9547598, 36
1581615622.958721, 36
1581615622.962791, 36
1581615622.967125, 36
1581615622.971206, 36
1581615622.9751701, 36
1581615622.9794, 36
1581615622.983488, 35
1581615622.987564, 36
1581615622.991591, 35
1581615622.9956732, 36
1581615622.999888, 36
1581615623.003975, 36
1581615623.007998, 36
1581615623.012029, 36
1581615623.0162618, 36
1581615623.0202959, 36
1581615623.024385, 36
1581615623.028555, 36
1581615623.0334358, 36
1581615623.0366871, 35
1581615623.040687, 36
1581615623.044829, 36
1581615623.0489988, 36
1581615623.0531478, 35
1581615623.057274, 36
1581615623.061261, 36
1581615623.065428, 36
1581615623.069442, 36
1581615623.073497, 36
1581615623.077687, 36
1581615623.081764, 36
1581615623.08591, 36
1581615623.089996, 36
1581615623.093962, 36
1581615623.098069, 36
1581615623.1023412, 36
1581615623.106412, 36
1581615623.110733, 36
1581615623.114472, 36
1581615623.1186812, 36
1581615623.122685, 36
1581615623.126776, 36
1581615623.130836, 36
1581615623.135104, 36
1581615623.139155, 35
1581615623.143265, 36
1581615623.1473632, 35
1581615623.151411, 36
1581615623.155542, 36
1581615623.159486, 35
1581615623.163698, 36
1581615623.171913, 36
1581615623.175837, 36
1581615623.1799612, 36
1581615623.184191, 36
1581615623.188174, 36
1581615623.1922612, 36
1581615623.1964319, 36
1581615623.2006242, 36
1581615623.204619, 36
1581615623.2086148, 36
1581615623.2127209, 36
1581615623.216907, 36
1581615623.2210188, 35
1581615623.224949, 36
1581615623.2292988, 36
1581615623.233338, 36
1581615623.237443, 36
1581615623.24144, 36
1581615623.2455108, 36
1581615623.249744, 36
1581615623.25383, 35
1581615623.257878, 35
1581615623.262005, 36
1581615623.2662349, 36
1581615623.270176, 36
1581615623.2744372, 36
1581615623.2782562, 36
1581615623.282489, 36
1581615623.2866292, 36
1581615623.290679, 36
1581615623.294802, 36
1581615623.298877, 36
1581615623.302958, 35
1581615623.307136, 36
1581615623.31105, 35
1581615623.315277, 36
1581615623.319385, 36
1581615623.323498, 36
1581615623.327442, 36
1581615623.331533, 36
1581615623.3357692, 36
1581615623.3397791, 36
1581615623.3439171, 36
1581615623.348027, 36
1581615623.3521228, 36
1581615623.3560672, 36
1581615623.3602188, 36
1581615623.364309, 36
1581615623.3685231, 35
1581615623.3726149, 35
1581615623.376714, 36
1581615623.380818, 36
1581615623.384995, 36
1581615623.388918, 36
1581615623.39303, 36
1581615623.397105, 36
1581615623.4012249, 36
1581615623.405409, 36
1581615623.4094899, 36
1581615623.413589, 36
1581615623.4176981, 36
1581615623.421802, 35
1581615623.425781, 36
1581615623.430048, 35
1581615623.43408, 36
1581615623.438188, 36
1581615623.4462929, 36
1581615623.450363, 36
1581615623.4544919, 36
1581615623.458396, 36
1581615623.4627671, 35
1581615623.4666612, 36
1581615623.470892, 35
1581615623.474837, 36
1581615623.478977, 36
1581615623.483026, 36
1581615623.487249, 36
1581615623.4912698, 36
1581615623.495324, 36
1581615623.499531, 36
1581615623.503497, 36
1581615623.507584, 36
1581615623.51171, 36
1581615623.5158432, 36
1581615623.520067, 36
1581615623.5240839, 36
1581615623.528213, 36
1581615623.5323231, 36
1581615623.5363982, 35
1581615623.540483, 36
1581615623.544516, 36
1581615623.548703, 36
1581615623.5528169, 36
1581615623.556917, 35
1581615623.560896, 36
1581615623.565115, 36
1581615623.569234, 36
1581615623.573282, 36
1581615623.577377, 36
1581615623.5814168, 36
1581615623.585699, 36
1581615623.589762, 36
1581615623.593754, 36
1581615623.597773, 35
1581615623.601952, 36
1581615623.606099, 36
1581615623.6101792, 36
1581615623.614269, 36
1581615623.618418, 37
1581615623.6223779, 36
1581615623.6264708, 35
1581615623.6308422, 36
1581615623.6347651, 35
1581615623.63886, 36
1581615623.6429389, 36
1581615623.647028, 35
1581615623.651158, 36
1581615623.6552472, 36
1581615623.659322, 35
1581615623.66345, 36
1581615623.6674309, 36
1581615623.671652, 36
1581615623.675641, 36
1581615623.6797462, 36
1581615623.683927, 35
1581615623.688034, 36
1581615623.692058, 36
1581615623.6961348, 35
1581615623.700172, 35
1581615623.704413, 36
1581615623.7084548, 35
1581615623.716532, 36
1581615623.720694, 36
1581615623.724735, 35
1581615623.728904, 36
1581615623.733002, 36
1581615623.737003, 36
1581615623.741119, 36
1581615623.745162, 36
1581615623.7492712, 35
1581615623.753504, 36
1581615623.757418, 36
1581615623.761677, 35
1581615623.765774, 36
1581615623.7698581, 35
1581615623.7738721, 36
1581615623.7780192, 36
1581615623.782145, 36
1581615623.786269, 36
1581615623.790398, 36
1581615623.794374, 36
1581615623.798518, 35
1581615623.80268, 36
1581615623.806787, 36
1581615623.810807, 35
1581615623.814809, 36
1581615623.819058, 36
1581615623.8231099, 36
1581615623.827136, 36
1581615623.831288, 36
1581615623.835393, 35
1581615623.839402, 36
1581615623.8433669, 36
1581615623.847476, 34
1581615623.851976, 36
1581615623.855668, 36
1581615623.859927, 36
1581615623.8638458, 36
1581615623.8679419, 36
1581615623.872046, 37
1581615623.879263, 35
1581615623.8802052, 36
1581615623.8843782, 35
1581615623.888417, 36
1581615623.892514, 36
1581615623.896628, 35
1581615623.900707, 36
1581615623.9069161, 36
1581615623.909138, 35
1581615623.913167, 36
1581615623.917163, 36
1581615623.92125, 35
1581615623.925298, 36
1581615623.9293928, 36
1581615623.933484, 36
1581615623.937582, 36
1581615623.942076, 36
1581615623.945855, 35
1581615623.949874, 36
1581615623.953984, 36
1581615623.95809, 36
1581615623.9621482, 36
1581615623.966474, 36
1581615623.9703538, 35
1581615623.97442, 35
1581615623.978594, 36
1581615623.986665, 35
1581615623.9908009, 35
1581615623.995157, 35
1581615623.999124, 36
1581615624.003274, 35
1581615624.007309, 36
1581615624.0112588, 35
1581615624.018327, 36
1581615624.019426, 36
1581615624.023519, 35
1581615624.02762, 36
1581615624.031904, 35
1581615624.036326, 35
1581615624.04004, 36
1581615624.044291, 36
1581615624.0484009, 35
1581615624.05235, 36
1581615624.056596, 36
1581615624.0605938, 36
1581615624.064683, 36
1581615624.068915, 36
1581615624.0730162, 36
1581615624.076967, 36
1581615624.081161, 36
1581615624.085283, 35
1581615624.089403, 36
1581615624.093389, 36
1581615624.097443, 35
1581615624.101679, 36
1581615624.1057549, 36
1581615624.109875, 37
1581615624.113844, 36
1581615624.117903, 36
1581615624.122137, 36
1581615624.126131, 36
1581615624.13024, 36
1581615624.134345, 36
1581615624.13856, 36
1581615624.142653, 36
1581615624.146676, 35
1581615624.150851, 35
1581615624.154856, 36
1581615624.158858, 35
1581615624.163042, 36
1581615624.16723, 37
1581615624.171328, 36
1581615624.175331, 36
1581615624.17953, 36
1581615624.183617, 35
1581615624.187706, 36
1581615624.191794, 35
1581615624.1958132, 35
1581615624.1999528, 36
1581615624.204097, 36
1581615624.2081249, 37
1581615624.212182, 36
1581615624.216696, 36
1581615624.220555, 35
1581615624.22447, 36
1581615624.228523, 36
1581615624.232634, 36
1581615624.2368808, 36
1581615624.2408068, 36
1581615624.244918, 35
1581615624.24914, 36
1581615624.253248, 36
1581615624.261367, 35
1581615624.2654772, 36
1581615624.269886, 36
1581615624.2736351, 36
1581615624.277766, 36
1581615624.2818198, 36
1581615624.2859662, 35
1581615624.290046, 36
1581615624.2940621, 36
1581615624.298301, 36
1581615624.3023229, 35
1581615624.306377, 36
1581615624.310406, 35
1581615624.314624, 36
1581615624.318728, 36
1581615624.322865, 36
1581615624.326784, 36
1581615624.330923, 36
1581615624.335059, 35
1581615624.339245, 36
1581615624.343352, 36
1581615624.347371, 35
1581615624.351379, 36
1581615624.355617, 36
1581615624.359571, 36
1581615624.3638551, 36
1581615624.3681128, 36
1581615624.37203, 35
1581615624.376092, 36
1581615624.38019, 36
1581615624.3842041, 37
1581615624.388383, 35
1581615624.392426, 36
1581615624.3965561, 36
1581615624.400689, 36
1581615624.4047868, 36
1581615624.408928, 36
1581615624.412957, 36
1581615624.417077, 36
1581615624.4211252, 36
1581615624.425262, 36
1581615624.429251, 36
1581615624.433273, 36
1581615624.437618, 36
1581615624.441531, 36
1581615624.445617, 35
1581615624.449856, 36
1581615624.453831, 36
1581615624.457906, 36
1581615624.462141, 36
1581615624.466263, 36
1581615624.4701881, 35
1581615624.4745831, 36
1581615624.478435, 36
1581615624.48249, 36
1581615624.48672, 36
1581615624.490786, 36
1581615624.49488, 35
1581615624.4990249, 36
1581615624.503087, 36
1581615624.507075, 35
1581615624.511303, 36
1581615624.5154061, 36
1581615624.5194921, 35
1581615624.523575, 36
1581615624.527565, 36
1581615624.535792, 35
1581615624.539808, 36
1581615624.543872, 36
1581615624.547956, 36
1581615624.5522282, 36
1581615624.5562901, 36
1581615624.560269, 36
1581615624.5643468, 35
1581615624.5685482, 36
1581615624.5726578, 36
1581615624.576777, 36
1581615624.580857, 36
1581615624.584898, 36
1581615624.5890508, 36
1581615624.593034, 36
1581615624.59718, 35
